ID,Start time,Completion time,Email,Name,Last modified time,Participant ID,Cube of Matter (Cube 1):,Cube of Life (Cube 2):,Thought Cube (Cube 3):,Cube of Matter 2(Cube 1):,Cube of Life 2(Cube 2):,Thought Cube 2(Cube 3):,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Which racial group do you identify with?,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
36,2023-09-26 19:56:31,2023-09-26 20:26:58,anonymous,,,D04.p0017,8.0,8.0,8.0,7.0,7.0,8.0,8,1,1,1,8,8,7,8,8,7,6,6,7,1,1,1,1,1,1,1,3,7,Diversidade Cultural ;Biodiversidade;,Não,1,Sim,3 ou mais pessoas,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Estado do Rio,
37,2023-09-26 20:21:12,2023-09-26 20:32:09,anonymous,,,D05_p023,8.0,8.0,8.0,8.0,8.0,8.0,8,1,3,1,8,8,3,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
38,2023-09-26 20:30:52,2023-09-26 20:51:30,anonymous,,,D01_p015,7.0,7.0,5.0,6.0,6.0,7.0,8,1,1,1,8,8,8,8,8,6,6,6,6,6,6,4,4,1,1,3,1,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Não,2,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
39,2023-09-26 20:39:48,2023-09-26 20:51:39,anonymous,,,D04_p022,8.0,8.0,8.0,8.0,8.0,8.0,8,5,6,5,8,8,2,8,6,7,7,7,7,4,2,3,1,3,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro País,
40,2023-09-26 20:32:21,2023-09-26 21:01:12,anonymous,,,D03_p026,7.0,8.0,5.0,8.0,8.0,6.0,8,5,4,4,8,7,4,8,4,6,6,7,5,2,2,1,1,1,1,5,2,7,Biodiversidade;,Não,1,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
41,2023-09-26 21:01:21,2023-09-26 21:33:22,anonymous,,,D03_p027,7.0,6.0,8.0,4.0,8.0,7.0,5,1,1,1,6,4,2,7,3,2,3,6,7,7,1,3,3,1,5,7,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
42,2023-09-26 20:57:52,2023-09-26 21:35:42,anonymous,,,d04_p024,6.0,4.0,8.0,6.0,6.0,6.0,5,2,2,2,7,6,2,7,2,5,6,6,6,3,2,1,1,1,6,2,1,7,Diversidade Cultural ;Biodiversidade;,Não,1,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
43,2023-09-26 20:59:48,2023-09-26 21:51:22,anonymous,,,d01_p028,7.0,7.0,7.0,6.0,6.0,6.0,8,2,1,1,7,7,5,8,7,5,5,5,6,6,1,1,1,1,1,1,6,6,Biodiversidade;Recursos Naturais ;Sustentabilidade;Diversidade Cultural ;,Não,1,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
44,2023-09-26 21:36:01,2023-09-26 21:53:22,anonymous,,,D01.P028,4.0,3.0,7.0,2.0,4.0,6.0,7,2,1,3,7,7,3,7,5,4,5,3,6,3,1,1,4,3,1,5,7,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;,Não,1,Sim,2 pessoas,Talvez,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
45,2023-09-26 21:33:28,2023-09-26 22:03:16,anonymous,,,D02.P017,8.0,6.0,8.0,7.0,7.0,8.0,8,5,8,8,8,8,5,8,8,7,7,7,5,7,7,7,6,6,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Estado do Rio,"Experiencia maravilhosa, fascinante fiquei encantada  com os quatros mares  me rementeu a uma danca! Obg por apresentar sensacoes indescritiveis museu do amanha."
46,2023-09-26 22:04:23,2023-09-26 22:15:48,anonymous,,,D02.p018,8.0,4.0,8.0,7.0,8.0,6.0,8,4,6,6,8,8,8,8,8,7,7,7,7,5,1,1,7,7,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
47,2023-09-26 21:52:33,2023-09-26 22:24:06,anonymous,,,D03_p029,8.0,8.0,8.0,8.0,8.0,7.0,8,1,2,1,8,8,5,8,6,6,7,6,7,2,2,4,4,1,1,3,3,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
48,2023-09-26 22:04:10,2023-09-26 22:51:25,anonymous,,,D05.P024,8.0,8.0,1.0,8.0,8.0,4.0,8,4,3,1,8,8,8,8,8,7,7,7,7,1,1,1,3,1,2,1,4,2,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
49,2023-09-26 23:24:36,2023-09-26 23:29:13,anonymous,,,D04.p025,7.0,8.0,8.0,8.0,8.0,8.0,6,4,6,6,8,8,8,8,8,5,5,5,7,4,4,4,5,5,5,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
50,2023-09-27 16:43:09,2023-09-27 16:57:08,anonymous,,,D01-P029,1.0,5.0,8.0,4.0,6.0,8.0,8,1,8,1,8,8,8,6,6,6,6,3,6,1,1,1,4,1,1,1,7,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Estado do Rio,"My Bueno Todo!!
"
51,2023-09-27 16:40:37,2023-09-27 17:05:20,anonymous,,,D03-P030,2.0,3.0,4.0,3.0,3.0,4.0,3,4,4,2,6,6,6,8,7,5,6,6,7,6,3,2,2,1,1,1,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,"Parabens a todos!


"
52,2023-09-27 16:39:45,2023-09-27 17:09:49,anonymous,,,D02-P019,8.0,8.0,8.0,8.0,7.0,8.0,8,6,1,1,8,8,2,7,4,5,7,7,7,1,1,1,2,1,1,4,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
53,2023-09-27 16:42:26,2023-09-27 17:11:21,anonymous,,,D05-P025,4.0,3.0,4.0,4.0,4.0,4.0,4,1,1,1,4,4,2,4,1,7,4,4,7,4,1,1,1,1,1,1,4,1,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
54,2023-09-27 17:25:44,2023-09-27 17:31:02,anonymous,,,D05-P026,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,8,5,3,5,7,7,3,2,4,1,1,1,7,4,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Estado do Rio,Gratidao 
55,2023-09-27 17:14:51,2023-09-27 17:33:37,anonymous,,,D03-p031,8.0,8.0,6.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,8,7,7,7,7,2,1,1,7,7,6,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
56,2023-09-27 17:32:03,2023-09-27 17:47:37,anonymous,,,D05-P027,7.0,7.0,8.0,7.0,8.0,8.0,8,2,1,1,7,6,6,8,6,5,5,4,7,2,1,1,1,1,1,6,5,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Até 18 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
57,2023-09-27 17:11:05,2023-09-27 17:53:24,anonymous,,,D02-p020,7.0,8.0,8.0,6.0,7.0,8.0,7,8,8,3,8,6,5,7,5,6,7,5,7,2,1,1,1,1,1,1,3,6,Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro País,
58,2023-09-27 17:00:07,2023-09-27 17:54:22,anonymous,,,D01-P030,6.0,8.0,8.0,7.0,8.0,8.0,8,2,8,1,8,8,5,7,6,5,7,5,6,1,1,1,6,2,1,5,4,7,Recursos Naturais ;Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro País,
59,2023-09-27 17:49:57,2023-09-27 18:13:53,anonymous,,,D04-P027,6.0,6.0,8.0,5.0,2.0,5.0,6,2,2,2,7,7,7,8,8,2,6,5,7,1,1,1,4,1,1,7,7,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
60,2023-09-27 17:56:57,2023-09-27 18:19:05,anonymous,,,D02-P021,8.0,8.0,7.0,8.0,8.0,7.0,8,4,2,2,8,8,8,8,8,5,5,5,5,3,3,2,3,2,1,1,5,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,Um Lugar fascinante que retrata o Quanto precisamos cuidar do mundo
61,2023-09-27 17:57:20,2023-09-27 18:28:56,anonymous,,,D01-P031,6.0,2.0,5.0,2.0,5.0,8.0,5,6,3,6,6,6,5,4,5,4,4,5,6,7,3,5,5,5,3,4,3,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
62,2023-09-27 18:30:13,2023-09-27 18:48:11,anonymous,,,D01-P032,8.0,7.0,5.0,5.0,5.0,4.0,8,7,1,1,7,8,7,8,6,6,4,4,4,1,1,3,2,1,1,1,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,"O cubo 3 poderia ser desdobrado em 3. É muito apertado como está, com tanta cultura, crenças e expressões!"
63,2023-09-27 17:33:42,2023-09-27 18:58:14,anonymous,,,D03-P032,6.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,1,7,7,7,7,1,1,1,1,7,4,4,7,7,Biodiversidade;Recursos Naturais ;Sustentabilidade;Diversidade Cultural ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro País,Bellissima.
64,2023-09-27 18:19:50,2023-09-27 19:02:06,anonymous,,,D02-p022,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,5,5,5,5,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Estado do Rio,
65,2023-09-27 18:52:25,2023-09-27 19:10:21,anonymous,,,D01-P033,8.0,8.0,6.0,5.0,8.0,4.0,8,6,6,3,8,8,7,8,8,7,7,7,7,7,1,7,7,5,4,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Foi incrivel, experienciei Coisas e sentimentos unicos. Com certeza voltarei de Novo 🧡"
66,2023-09-27 18:59:59,2023-09-27 19:20:10,anonymous,,,D03-P033,8.0,5.0,8.0,8.0,5.0,8.0,8,1,1,1,8,8,4,8,8,4,4,4,7,1,1,1,1,1,1,1,4,7,Diversidade Cultural ;Biodiversidade;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Estado do Rio,
67,2023-09-27 19:21:49,2023-09-27 19:39:04,anonymous,,,D03-P034,7.0,7.0,7.0,6.0,6.0,6.0,8,3,1,1,7,5,1,8,4,4,1,1,7,6,1,2,3,1,1,3,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
68,2023-09-27 18:17:30,2023-09-27 19:50:26,anonymous,,,D04-P028,7.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,5,7,4,4,7,5,1,3,1,1,1,7,4,7,Diversidade Cultural ;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
69,2023-09-27 19:04:14,2023-09-27 19:58:33,anonymous,,,D02-P023,7.0,7.0,7.0,8.0,8.0,8.0,7,1,6,1,8,7,7,7,7,5,3,5,7,1,1,1,1,1,1,1,4,7,Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;Biodiversidade;,Não,3 ou mais,Sim,Nenhuma,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
70,2023-09-27 19:40:19,2023-09-27 20:03:39,anonymous,,,D03-P035,8.0,5.0,7.0,8.0,5.0,7.0,6,5,5,5,7,8,6,8,8,5,6,5,6,5,5,6,4,4,5,7,4,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
71,2023-09-27 19:13:14,2023-09-27 20:26:16,anonymous,,,D01-P034,8.0,6.0,6.0,8.0,5.0,6.0,7,4,1,1,7,7,1,6,1,1,1,1,6,1,1,1,1,1,1,1,5,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
72,2023-09-27 20:04:49,2023-09-27 20:26:26,anonymous,,,D03-P036,8.0,8.0,2.0,8.0,8.0,2.0,8,8,2,1,1,8,1,1,8,7,7,7,7,1,1,1,2,1,1,1,7,3,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro País,Genial
73,2023-09-27 21:04:52,2023-09-27 21:12:19,anonymous,,,D03.p037,7.0,8.0,8.0,8.0,8.0,8.0,7,5,8,3,8,8,1,8,2,7,7,7,7,1,1,1,1,1,3,1,5,1,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;Sustentabilidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Outro,Não,,Não,Outro Estado do Brasil,
74,2023-09-27 20:32:30,2023-09-27 21:30:14,anonymous,,,D04-P029,5.0,7.0,7.0,6.0,6.0,5.0,7,5,4,3,7,7,5,6,4,1,1,4,7,1,1,1,1,1,1,3,5,7,Interconecao do todo;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
75,2023-09-27 19:52:14,2023-09-27 21:36:04,anonymous,,,D04-P029,4.0,4.0,4.0,8.0,8.0,8.0,8,2,2,2,8,8,6,8,7,7,6,7,7,4,1,1,1,1,1,1,1,6,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
76,2023-09-27 21:12:37,2023-09-27 21:54:51,anonymous,,,D03-P038,7.0,8.0,3.0,5.0,7.0,5.0,8,4,1,5,7,7,1,7,7,6,3,5,5,3,1,1,1,1,1,7,1,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,"O ultimo cubo minhas vistas embaralharam totalmente. Primeira vez que isso acontece comigo. Esse sentimento me gerou um desconforto e sai praticamente correndo Dali. O que foi Uma Pena. Se EU que nao tenho problemas oculares tive essa reacao, imagine quem tem algum Limite."
77,2023-09-27 21:33:04,2023-09-27 22:02:16,anonymous,,,D04-P030,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,4,3,3,4,7,7,4,2,2,2,1,4,5,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
78,2023-09-27 21:44:32,2023-09-27 22:02:19,anonymous,,,D01-P035,5.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,4,3,3,3,6,6,4,2,2,2,2,3,5,Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro País,
79,2023-09-27 21:45:40,2023-09-27 22:13:25,anonymous,,,D02-P024,8.0,4.0,8.0,4.0,2.0,8.0,8,1,1,1,8,8,3,5,3,3,3,3,2,7,4,4,5,3,2,1,1,6,Diversidade Cultural ;,Sim,,Não,Nenhuma,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
80,2023-09-27 21:58:53,2023-09-27 22:48:44,anonymous,,,D03-P039,6.0,6.0,8.0,6.0,4.0,6.0,7,3,3,2,7,7,1,8,1,5,5,5,7,3,3,3,3,3,1,1,1,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
81,2023-09-27 22:19:27,2023-09-27 23:00:44,anonymous,,,D04-P031,7.0,5.0,4.0,3.0,4.0,7.0,3,5,6,3,7,3,6,8,5,2,3,3,2,3,5,3,5,5,5,3,5,3,Sustentabilidade;,Não,2,Sim,1 pessoa,Não,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,Ok
82,2023-09-27 22:07:11,2023-09-27 23:14:50,anonymous,,,D01-P036,7.0,6.0,8.0,5.0,8.0,7.0,7,2,3,4,6,7,5,8,7,5,3,6,5,1,2,3,4,1,1,5,4,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
83,2023-09-27 23:38:25,2023-09-27 23:52:39,anonymous,,,D03-P041,6.0,8.0,7.0,4.0,5.0,5.0,8,1,8,1,8,8,1,8,5,5,4,4,6,2,1,1,1,2,2,1,6,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro País,
84,2023-09-28 16:45:00,2023-09-28 16:50:38,anonymous,,,0,7.0,8.0,7.0,7.0,8.0,8.0,8,2,2,1,8,8,7,8,6,6,7,6,7,2,2,2,2,1,1,1,1,6,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
85,2023-09-28 16:50:46,2023-09-28 17:00:30,anonymous,,,1,8.0,8.0,8.0,8.0,8.0,8.0,8,5,5,5,8,6,6,8,7,7,5,5,6,6,5,7,6,5,6,5,6,6,Diversidade Cultural ;,Sim,,Não,Nenhuma,Sim,Sim,Até 18 anos,Masculino,Indígena,Não,,Não,Outro Estado do Brasil,
86,2023-09-28 17:00:36,2023-09-28 17:06:12,anonymous,,,2,6.0,6.0,6.0,6.0,6.0,6.0,7,5,2,4,7,6,5,8,4,5,5,5,5,7,4,3,1,1,1,5,5,5,Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
87,2023-09-28 17:06:19,2023-09-28 17:12:38,anonymous,,,3,8.0,8.0,8.0,7.0,7.0,8.0,8,6,1,1,8,8,7,8,7,7,7,7,7,6,1,1,1,1,1,7,6,6,Biodiversidade;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
88,2023-09-28 16:40:07,2023-09-28 17:16:38,anonymous,,,D02-P026,7.0,7.0,8.0,7.0,7.0,7.0,7,2,2,1,6,7,1,7,1,7,7,5,6,6,3,5,3,1,3,1,3,4,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
89,2023-09-28 17:12:45,2023-09-28 17:17:40,anonymous,,,4,7.0,5.0,8.0,3.0,5.0,8.0,7,2,7,2,8,8,5,5,5,5,6,5,4,3,3,1,1,1,1,6,7,7,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro País,
90,2023-09-28 17:17:48,2023-09-28 17:21:25,anonymous,,,5,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,1,3,7,4,7,7,1,1,5,2,2,1,1,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,"Podia ter interprete de libras presencial. 
"
91,2023-09-28 16:39:55,2023-09-28 17:24:57,anonymous,,,D01-P037,8.0,4.0,8.0,8.0,5.0,7.0,8,5,3,5,8,6,4,7,2,5,7,7,7,7,1,3,4,1,2,5,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Estado do Rio,
92,2023-09-27 23:54:19,2023-09-28 17:27:03,anonymous,,,D04-P032,7.0,8.0,8.0,8.0,8.0,8.0,8,3,2,1,8,8,6,8,5,7,6,6,7,1,1,1,1,1,1,1,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
93,2023-09-28 17:21:30,2023-09-28 17:27:26,anonymous,,,6,7.0,7.0,6.0,4.0,6.0,8.0,8,7,7,1,8,8,4,8,1,7,5,5,4,2,1,1,2,1,1,1,3,6,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,Mais de 60 anos,Masculino,Preto,Não,,Sim,Estado do Rio,
94,2023-09-28 17:27:30,2023-09-28 17:31:21,anonymous,,,7,4.0,4.0,4.0,5.0,4.0,5.0,5,3,5,4,4,5,6,5,5,5,5,4,6,3,2,4,3,1,1,1,6,2,Biodiversidade;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
95,2023-09-28 17:18:12,2023-09-28 17:46:26,anonymous,,,D02-P027,8.0,3.0,8.0,3.0,5.0,8.0,8,8,5,5,5,6,7,8,4,5,6,3,4,7,1,6,3,5,1,7,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
96,2023-09-28 17:31:27,2023-09-28 17:49:56,anonymous,,,8,8.0,7.0,8.0,8.0,8.0,8.0,8,5,8,5,8,8,4,8,8,5,5,7,7,3,2,3,5,3,5,1,5,3,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro País,HermosA
97,2023-09-28 17:29:31,2023-09-28 17:52:21,anonymous,,,D04-P033,1.0,4.0,5.0,3.0,3.0,4.0,4,4,4,4,4,4,4,4,4,1,3,5,4,6,4,6,1,1,1,3,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
98,2023-09-28 17:50:05,2023-09-28 17:58:37,anonymous,,,9,5.0,5.0,6.0,5.0,5.0,6.0,7,1,1,1,7,7,2,6,2,4,5,5,7,2,1,1,1,1,1,3,3,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
99,2023-09-28 17:58:44,2023-09-28 18:14:21,anonymous,,,10,4.0,4.0,4.0,6.0,5.0,4.0,6,2,2,4,5,5,4,6,4,4,6,6,5,4,2,5,3,1,1,1,3,6,Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Indígena,Não,,Sim,Outro Estado do Brasil,
100,2023-09-28 17:53:48,2023-09-28 18:14:29,anonymous,,,D04-P034,8.0,7.0,8.0,6.0,7.0,6.0,8,4,7,4,8,8,8,8,5,5,7,5,7,1,1,2,1,1,1,6,5,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
101,2023-09-28 17:26:50,2023-09-28 18:15:12,anonymous,,,D01-P038,3.0,5.0,7.0,3.0,6.0,6.0,8,3,1,1,4,6,4,7,3,3,2,1,6,1,1,1,1,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
102,2023-09-28 17:50:16,2023-09-28 18:17:47,anonymous,,,D02-P028,4.0,6.0,6.0,5.0,5.0,6.0,5,5,6,5,6,4,4,4,5,5,6,4,3,5,6,2,1,1,1,1,1,4,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Estado do Rio,
