ID,Start time,Completion time,Email,Name,Last modified time,Participant ID,Cube of Matter (Cube 1):,Cube of Life (Cube 2):,Thought Cube (Cube 3):,Cube of Matter 2(Cube 1):,Cube of Life 2(Cube 2):,Thought Cube 2(Cube 3):,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Which racial group do you identify with?,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
170,2023-09-29 20:19:18,2023-09-29 20:32:49,anonymous,,,D01-P046,6.0,8.0,8.0,7.0,8.0,8.0,8,7,1,1,8,7,7,8,8,5,6,5,6,5,4,6,4,1,1,1,3,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,"Experiencia incrivel , gostei . Diferente . 
Primeira vez em um museu . 
Parabens "
171,2023-09-29 19:56:28,2023-09-29 20:43:58,anonymous,,,D04-P039,4.0,8.0,8.0,4.0,6.0,7.0,7,4,4,1,7,8,7,8,7,3,5,6,6,1,1,1,2,1,1,5,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,"Foi muito divertido, principlamente a parte do cubo que tem a as espécies!!!! 
O cubo com Fotos de diversas culturas diferentes também e maravilhoso!!
Resumindo amei 🥰"
172,2023-09-29 20:05:19,2023-09-29 20:59:29,anonymous,,,D05-P035,6.0,6.0,7.0,7.0,7.0,5.0,7,4,4,2,7,7,3,7,5,5,6,5,7,4,2,2,1,1,5,6,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
173,2023-09-29 20:34:29,2023-09-29 21:11:05,anonymous,,,D01-P047,8.0,8.0,8.0,8.0,8.0,8.0,8,1,5,1,8,8,4,8,4,4,5,5,7,1,1,1,1,3,1,3,3,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,"Se prendeu a atenção so meu Neto que não para quieto, só pode ser maravilhoso."
174,2023-09-29 21:13:02,2023-09-29 21:37:25,anonymous,,,D01-P048,6.0,6.0,7.0,6.0,6.0,6.0,6,4,4,2,6,6,6,6,6,6,6,6,6,4,4,4,4,3,3,3,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,
175,2023-09-29 21:33:21,2023-09-29 21:40:19,anonymous,,,M1,6.0,8.0,8.0,7.0,8.0,8.0,8,6,3,3,6,6,3,8,3,7,4,6,4,1,1,1,1,3,1,7,5,7,Diversidade Cultural ;Biodiversidade;,Não,1,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
176,2023-09-29 21:40:33,2023-09-29 21:47:06,anonymous,,,M2,8.0,8.0,2.0,8.0,8.0,5.0,7,4,2,1,8,8,3,8,8,7,7,7,7,1,1,4,2,1,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Estado do Rio,
177,2023-09-29 21:47:10,2023-09-29 21:52:02,anonymous,,,M3,8.0,8.0,4.0,8.0,6.0,2.0,8,3,1,1,8,8,1,1,8,7,7,7,7,1,1,1,1,1,1,5,7,7,Biodiversidade;Sustentabilidade;,Não,2,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Sim,Psicossocial,Sim,Cidade do Rio,
178,2023-09-29 21:55:10,2023-09-29 21:58:26,anonymous,,,M4,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,8,7,4,4,7,1,1,1,1,4,1,5,3,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
179,2023-09-29 21:03:37,2023-09-29 22:17:55,anonymous,,,D02-P041,4.0,4.0,4.0,3.0,3.0,3.0,8,5,5,3,6,7,3,6,4,5,4,4,4,2,2,2,2,2,2,3,6,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
180,2023-09-29 21:39:33,2023-09-29 22:29:32,anonymous,,,D03-P053,7.0,7.0,8.0,7.0,7.0,8.0,8,8,7,7,8,7,6,8,5,4,5,5,7,1,1,1,1,1,1,1,5,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro País,
181,2023-09-29 20:47:33,2023-09-29 22:35:03,anonymous,,,D04-P040,8.0,8.0,7.0,4.0,8.0,6.0,6,5,2,2,8,6,5,8,8,5,6,2,7,1,1,4,1,1,2,4,7,5,Biodiversidade;Recursos Naturais ;Corpo hunano;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
182,2023-09-29 21:58:32,2023-09-29 22:50:41,anonymous,,,D05-P036,4.0,7.0,6.0,6.0,6.0,6.0,6,6,1,3,7,8,3,8,4,7,7,7,5,3,2,3,2,1,1,7,7,7,Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
183,2023-09-29 22:37:30,2023-09-29 23:03:39,anonymous,,,D01-P049,5.0,8.0,1.0,7.0,7.0,1.0,6,4,6,7,8,8,8,8,8,5,5,6,4,3,1,3,1,2,2,1,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
184,2023-09-29 22:54:03,2023-09-29 23:13:48,anonymous,,,D05-P037,8.0,4.0,8.0,8.0,6.0,8.0,8,2,1,1,8,8,4,8,8,7,7,7,7,4,4,1,1,1,4,6,7,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
185,2023-09-29 22:33:54,2023-09-29 23:14:36,anonymous,,,D03-P054,8.0,6.0,4.0,6.0,3.0,7.0,8,5,6,1,8,8,4,5,5,5,4,6,5,1,1,1,1,1,2,1,3,7,Recursos Naturais ;Biodiversidade;Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Amarelo,Não,,Não,Outro Estado do Brasil,
186,2023-09-29 23:00:12,2023-09-29 23:33:07,anonymous,,,D01-P050,8.0,7.0,7.0,6.0,7.0,7.0,7,5,6,2,7,5,5,5,4,5,5,6,5,3,3,2,2,1,1,1,2,4,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
187,2023-09-30 16:36:13,2023-09-30 16:47:12,anonymous,,,M1,6.0,7.0,4.0,5.0,6.0,5.0,7,2,2,2,7,5,3,6,5,5,5,4,6,6,2,2,1,1,1,3,2,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
188,2023-09-30 16:31:03,2023-09-30 16:49:32,anonymous,,,D04-P041,8.0,8.0,8.0,8.0,8.0,8.0,8,3,3,3,8,8,6,8,8,5,4,4,6,5,4,3,3,1,2,5,4,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
189,2023-09-30 16:48:34,2023-09-30 16:51:38,anonymous,,,M2,7.0,7.0,7.0,4.0,6.0,5.0,6,2,4,2,5,5,6,6,6,4,3,5,4,2,2,5,4,2,2,2,3,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
190,2023-09-30 16:51:48,2023-09-30 16:55:30,anonymous,,,M3,7.0,8.0,8.0,5.0,8.0,8.0,7,3,1,1,6,8,1,8,4,5,7,6,7,1,1,7,1,1,1,7,2,4,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
191,2023-09-30 10:37:04,2023-09-30 16:56:44,anonymous,,,D03-P055,8.0,7.0,8.0,7.0,8.0,8.0,8,3,2,3,8,8,8,8,8,7,7,5,7,5,2,1,4,2,1,6,6,7,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
192,2023-09-30 16:55:47,2023-09-30 17:00:29,anonymous,,,M5,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,6,7,5,7,5,1,1,2,4,5,1,5,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
193,2023-09-30 16:30:26,2023-09-30 17:04:23,anonymous,,,D02-P042,7.0,7.0,8.0,8.0,8.0,7.0,8,1,1,1,8,8,4,8,4,1,1,1,7,1,1,1,1,1,1,7,4,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Não,1,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
194,2023-09-30 17:00:36,2023-09-30 17:04:47,anonymous,,,M6,7.0,7.0,8.0,7.0,6.0,8.0,8,1,6,1,8,7,7,6,8,7,6,6,7,4,1,1,1,1,1,6,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Cidade do Rio,Muito bacana o ambiente da exposição e interação nos difrentes espaços
195,2023-09-30 17:05:05,2023-09-30 17:07:54,anonymous,,,M7,5.0,5.0,5.0,6.0,6.0,6.0,5,4,2,2,5,6,3,6,4,3,6,6,6,4,3,3,2,2,2,2,6,6,Sustentabilidade;Biodiversidade;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
196,2023-09-30 17:08:08,2023-09-30 17:11:13,anonymous,,,M8,8.0,7.0,7.0,8.0,6.0,6.0,8,1,1,1,8,8,8,8,8,7,7,7,7,3,1,1,1,1,1,4,7,2,Sustentabilidade;,Não,3 ou mais,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,
197,2023-09-30 17:11:23,2023-09-30 17:13:43,anonymous,,,M9,5.0,8.0,8.0,5.0,6.0,8.0,7,1,1,1,8,7,5,6,5,7,7,6,7,1,1,1,1,1,1,1,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
198,2023-09-30 17:13:49,2023-09-30 17:19:30,anonymous,,,M10,6.0,8.0,8.0,6.0,7.0,7.0,7,3,3,2,7,8,3,8,4,5,7,5,7,4,4,4,6,4,4,7,7,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Uma experiência incrível, completa e dinâmica. "
199,2023-09-30 17:20:14,2023-09-30 17:23:07,anonymous,,,M11,5.0,6.0,7.0,6.0,6.0,8.0,7,6,5,4,8,7,7,7,6,5,5,6,6,5,2,4,3,1,1,4,5,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Estado do Rio,
200,2023-09-30 17:23:16,2023-09-30 17:26:30,anonymous,,,M12,8.0,8.0,8.0,8.0,6.0,6.0,8,5,5,7,8,8,5,7,7,5,6,6,7,7,1,1,5,7,5,7,7,7,Biodiversidade;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
201,2023-09-30 17:26:40,2023-09-30 17:32:50,anonymous,,,M13,4.0,4.0,4.0,4.0,5.0,5.0,3,1,1,1,6,6,4,1,4,5,4,4,2,4,5,3,3,3,1,1,4,4,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro País,
202,2023-09-30 17:32:58,2023-09-30 17:41:05,anonymous,,,M14,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,4,8,8,8,8,8,4,7,7,7,4,3,2,1,2,1,1,1,1,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
203,2023-09-30 16:51:27,2023-09-30 17:46:59,anonymous,,,D04-P042,4.0,5.0,7.0,5.0,4.0,4.0,4,2,2,1,4,4,4,6,1,5,6,5,7,4,1,1,5,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Relações humanas;,Não,1,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
204,2023-09-30 17:41:15,2023-09-30 17:47:43,anonymous,,,M15,8.0,8.0,8.0,8.0,8.0,8.0,8,5,5,3,8,8,4,8,5,7,5,5,7,1,5,5,3,4,1,5,3,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
205,2023-09-30 17:47:52,2023-09-30 17:52:00,anonymous,,,M17,6.0,6.0,6.0,6.0,6.0,6.0,7,5,3,3,6,7,4,7,4,5,3,4,5,1,1,1,1,1,1,1,3,6,Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
206,2023-09-30 17:06:04,2023-09-30 17:53:05,anonymous,,,D02-P043,5.0,7.0,8.0,5.0,7.0,8.0,7,5,6,3,8,8,3,8,5,5,6,7,7,2,2,3,4,2,2,4,4,6,Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Cidade do Rio,
207,2023-09-30 16:58:48,2023-09-30 17:54:53,anonymous,,,D03-P056,6.0,8.0,7.0,5.0,6.0,6.0,8,3,1,1,8,8,5,6,4,5,4,3,4,1,1,1,1,1,1,1,5,3,Diversidade Cultural ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
208,2023-09-30 17:52:11,2023-09-30 17:57:48,anonymous,,,M19,7.0,6.0,7.0,7.0,7.0,7.0,7,2,1,2,6,6,3,8,2,7,7,7,7,1,1,1,1,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Não,1,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
209,2023-09-30 17:57:51,2023-09-30 18:07:57,anonymous,,,M20,7.0,7.0,7.0,5.0,5.0,5.0,7,5,4,3,8,7,6,8,8,4,5,5,7,3,3,3,3,3,3,6,6,7,Biodiversidade;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
210,2023-09-30 18:08:06,2023-09-30 18:13:14,anonymous,,,M21,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,3,8,8,1,1,1,7,1,1,1,1,1,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Estado do Rio,Tudo muito lindo
211,2023-09-30 18:16:06,2023-09-30 18:20:22,anonymous,,,D02-P044,4.0,6.0,8.0,5.0,7.0,8.0,8,8,1,4,8,8,8,8,8,6,3,4,7,7,1,1,1,1,1,6,4,1,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
212,2023-09-30 18:21:17,2023-09-30 18:31:25,anonymous,,,D02-P045,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
1,2023-09-30 18:36:45,2023-09-30 18:37:40,anonymous,,,Sdwg,2.0,4.0,5.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,7,5,5,2,4,5,4,4,5,5,4,5,5,Diversidade Cultural ;,Não,2,Sim,2 pessoas,Talvez,Talvez,19-30 anos,Masculino,Branco,Prefiro não informar,,Sim,Outro Estado do Brasil,
2,2023-09-30 18:39:08,2023-09-30 18:43:27,anonymous,,,M22,8.0,6.0,3.0,8.0,8.0,6.0,8,8,2,2,8,8,2,5,8,7,7,7,6,2,1,1,1,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Sim,Cidade do Rio,"Parabens Pela educaçao, muito atencioso e cachecol lindo"
3,2023-09-30 18:43:35,2023-09-30 18:50:47,anonymous,,,M23,7.0,6.0,6.0,6.0,6.0,6.0,5,5,5,4,5,6,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
4,2023-09-30 18:41:04,2023-09-30 18:51:19,anonymous,,,D01-P053,4.0,6.0,7.0,6.0,6.0,7.0,8,3,1,1,6,6,2,7,6,3,3,3,6,5,3,2,1,1,1,1,1,5,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,Até 18 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
5,2023-09-30 18:50:57,2023-09-30 18:58:39,anonymous,,,M24,8.0,8.0,4.0,8.0,7.0,6.0,8,3,1,1,8,8,8,8,8,7,7,7,7,2,1,1,5,1,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Estado do Rio,
6,2023-09-30 18:43:16,2023-09-30 19:10:00,anonymous,,,D05-P038,4.0,8.0,8.0,5.0,8.0,8.0,8,1,1,2,7,5,3,8,5,4,6,5,6,3,1,1,5,3,1,1,1,7,Diversidade Cultural ;,Não,3 ou mais,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Cidade do Rio,
7,2023-09-30 18:51:56,2023-09-30 19:14:44,anonymous,,,D01-P054,8.0,8.0,8.0,8.0,8.0,8.0,8,6,8,6,8,8,8,8,8,7,5,5,7,1,1,6,6,1,1,5,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
8,2023-09-30 18:37:45,2023-09-30 19:19:25,anonymous,,,D02-P046,7.0,7.0,6.0,7.0,7.0,7.0,8,5,6,5,8,8,6,8,6,4,4,4,6,5,1,3,1,1,1,4,7,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
9,2023-09-30 19:13:08,2023-09-30 19:54:44,anonymous,,,D03-P058,8.0,8.0,8.0,8.0,8.0,8.0,8,3,1,3,8,8,6,7,5,4,5,3,7,6,1,1,1,1,1,3,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,"Percebi que o universo além de vasto é uma incognita fascinante, que vislumbra os olhares que seguem tão triviais."
10,2023-09-30 20:36:06,2023-09-30 20:48:34,anonymous,,,R1,4.0,4.0,5.0,3.0,5.0,6.0,4,2,2,1,6,6,2,7,3,4,3,5,5,2,1,1,4,1,2,5,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Cidade do Rio,
11,2023-09-30 20:48:40,2023-09-30 20:53:56,anonymous,,,R2,6.0,8.0,8.0,1.0,8.0,6.0,8,1,1,1,8,8,1,6,6,4,4,1,7,1,1,1,1,1,1,7,7,7,Diversidade Cultural ;Sustentabilidade;,Não,3 ou mais,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
12,2023-09-30 20:54:17,2023-09-30 21:00:18,anonymous,,,R3,8.0,8.0,7.0,8.0,7.0,8.0,8,5,1,1,8,8,1,8,5,7,7,7,7,2,2,1,1,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
13,2023-09-30 21:00:23,2023-09-30 21:06:35,anonymous,,,R4,8.0,6.0,4.0,7.0,8.0,8.0,8,1,1,1,7,7,7,4,2,7,7,5,7,2,1,1,7,2,2,7,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
14,2023-09-30 18:58:43,2023-09-30 21:06:43,anonymous,,,D03-P059,5.0,8.0,8.0,6.0,8.0,8.0,7,1,1,2,7,7,1,8,2,7,6,5,7,5,1,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
15,2023-09-30 21:06:41,2023-09-30 21:11:46,anonymous,,,R5,5.0,5.0,8.0,5.0,8.0,8.0,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,7,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,1 pessoa,Não,Sim,19-30 anos,Feminino,Amarelo,Não,,Não,Outro Estado do Brasil,
16,2023-09-30 21:11:58,2023-09-30 21:16:34,anonymous,,,R6,5.0,6.0,7.0,5.0,5.0,7.0,8,8,8,5,5,6,6,6,6,7,7,6,7,7,6,3,3,3,3,4,3,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
17,2023-09-30 19:24:18,2023-09-30 21:24:15,anonymous,,,D02-P047,5.0,7.0,6.0,5.0,5.0,6.0,6,1,1,2,6,7,1,7,1,4,3,5,4,1,1,1,1,1,1,1,1,5,Biodiversidade;Diversidade Cultural ;,Não,1,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Estado do Rio,
18,2023-09-30 21:16:41,2023-09-30 21:27:49,anonymous,,,R8,1.0,1.0,1.0,1.0,1.0,1.0,3,8,8,8,2,3,6,3,5,1,1,1,1,7,7,7,7,1,1,7,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Não,Não,Mais de 60 anos,Masculino,Amarelo,Prefiro não informar,,Sim,Outro Estado do Brasil,
19,2023-09-30 19:21:28,2023-09-30 21:29:54,anonymous,,,D01-P055,7.0,6.0,5.0,6.0,5.0,5.0,7,2,2,1,5,5,3,8,4,6,6,4,6,3,2,1,4,2,1,5,6,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,
20,2023-09-30 21:27:52,2023-09-30 21:32:03,anonymous,,,R9,5.0,4.0,6.0,6.0,3.0,6.0,4,5,7,4,5,6,5,4,6,5,5,6,3,5,5,4,6,4,7,5,6,5,Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,Nenhuma,Talvez,Talvez,Mais de 60 anos,Feminino,Preto,Não,,Sim,Estado do Rio,
21,2023-09-30 21:38:33,2023-09-30 21:40:03,anonymous,,,D05-P039,8.0,4.0,8.0,5.0,5.0,4.0,4,1,1,1,4,4,3,3,4,4,4,3,4,3,1,2,1,1,1,1,4,4,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Estado do Rio,
22,2023-09-30 21:11:57,2023-09-30 21:44:49,anonymous,,,D04-P043,1.0,1.0,1.0,1.0,1.0,1.0,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,Nao me prendeu a atencao;,Sim,,Sim,2 pessoas,Não,Não,31-59 anos,Feminino,Não sei / Prefiro não responder,Não,,Não,Outro País,Nao foi bem definido o q fazer no museu. Tive que perguntar. Informacoes razas e basicas. Talvez para escolas de ginásio com professor acompanhando e explicando.
23,2023-09-30 21:32:06,2023-09-30 21:46:47,anonymous,,,R10,5.0,8.0,6.0,7.0,8.0,8.0,8,3,1,1,8,8,6,8,5,3,3,3,3,4,3,5,2,1,1,1,1,1,Sustentabilidade;Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Estado do Rio,
24,2023-09-30 21:46:52,2023-09-30 21:55:57,anonymous,,,R11,5.0,6.0,6.0,5.0,6.0,6.0,6,3,2,6,4,5,3,6,6,3,1,1,5,2,1,1,1,1,1,1,4,5,Sustentabilidade;Biodiversidade;Recursos Naturais ;,Não,3 ou mais,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
