Start time,ID,Matter Emotions,Life Emotions,Thought Emotions,Matter Learning,Life Learning,Thought Learning,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Race,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?,Cubes Emotion Mean,Cubes Learning Mean,Group
2023-09-30 20:48:40,R2,6.0,8.0,8.0,1.0,8.0,6.0,8,1,1,1,8,8,1,6,6,4,4,1,7,1,1,1,1,1,1,7,7,7,Diversidade Cultural ;Sustentabilidade;,Não,3 ou mais,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,,6.0,1.0,Control
2023-09-30 20:54:17,R3,8.0,8.0,7.0,8.0,7.0,8.0,8,5,1,1,8,8,1,8,5,7,7,7,7,2,2,1,1,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
2023-09-30 21:00:23,R4,8.0,6.0,4.0,7.0,8.0,8.0,8,1,1,1,7,7,7,4,2,7,7,5,7,2,1,1,7,2,2,7,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Cidade do Rio,,8.0,7.0,Control
2023-09-30 21:06:41,R5,5.0,5.0,8.0,5.0,8.0,8.0,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,1,6,7,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,1 pessoa,Não,Sim,19-30 anos,Feminino,Amarelo,Não,,Não,Outro Estado do Brasil,,5.0,5.0,Control
2023-09-30 21:11:58,R6,5.0,6.0,7.0,5.0,5.0,7.0,8,8,8,5,5,6,6,6,6,7,7,6,7,7,6,3,3,3,3,4,3,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,,5.0,5.0,Control
2023-09-30 21:16:41,R8,1.0,1.0,1.0,1.0,1.0,1.0,3,8,8,8,2,3,6,3,5,1,1,1,1,7,7,7,7,1,1,7,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Não,Não,Mais de 60 anos,Masculino,Amarelo,Prefiro não informar,,Sim,Outro Estado do Brasil,,1.0,1.0,Control
2023-09-30 21:27:52,R9,5.0,4.0,6.0,6.0,3.0,6.0,4,5,7,4,5,6,5,4,6,5,5,6,3,5,5,4,6,4,7,5,6,5,Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,Nenhuma,Talvez,Talvez,Mais de 60 anos,Feminino,Preto,Não,,Sim,Estado do Rio,,5.0,6.0,Control
2023-09-30 21:32:06,R10,5.0,8.0,6.0,7.0,8.0,8.0,8,3,1,1,8,8,6,8,5,3,3,3,3,4,3,5,2,1,1,1,1,1,Sustentabilidade;Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Estado do Rio,,5.0,7.0,Control
2023-09-30 21:46:52,R11,5.0,6.0,6.0,5.0,6.0,6.0,6,3,2,6,4,5,3,6,6,3,1,1,5,2,1,1,1,1,1,1,4,5,Sustentabilidade;Biodiversidade;Recursos Naturais ;,Não,3 ou mais,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,,5.0,5.0,Control
2023-09-30 21:56:04,R12,6.0,4.0,3.0,1.0,5.0,4.0,4,1,1,1,3,3,1,6,2,3,2,2,3,1,1,1,1,1,1,1,3,7,Biodiversidade;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,,6.0,1.0,Control
2023-09-30 22:04:49,R13,6.0,6.0,8.0,8.0,5.0,8.0,8,1,5,1,7,7,4,6,4,5,6,2,4,1,1,5,4,4,5,7,4,7,Diversidade Cultural ;Biodiversidade;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,,6.0,8.0,Control
2023-09-30 22:13:21,R14,5.0,5.0,5.0,6.0,6.0,6.0,6,3,1,5,3,3,4,3,3,2,2,2,5,5,2,2,2,2,2,4,2,6,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Não,1,Sim,2 pessoas,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Estado do Rio,,5.0,6.0,Control
2023-09-30 22:19:41,R15,5.0,5.0,5.0,1.0,5.0,5.0,5,6,2,6,6,5,1,5,3,3,1,1,4,5,1,1,1,1,1,1,4,4,Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Talvez,Mais de 60 anos,Feminino,Amarelo,Não,,Sim,Outro País,,5.0,1.0,Control
2023-09-30 22:40:51,R16,6.0,6.0,4.0,2.0,5.0,3.0,8,1,1,1,8,8,3,8,1,4,1,1,7,4,2,1,1,1,1,5,5,5,Sustentabilidade;Recursos Naturais ;,Não,1,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,,6.0,2.0,Control
2023-09-30 22:43:14,R17,8.0,8.0,8.0,4.0,6.0,2.0,8,8,1,5,8,8,6,8,5,7,3,3,7,6,1,5,5,2,1,7,7,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Outro Estado do Brasil,,8.0,4.0,Control
2023-09-30 22:45:25,R18,4.0,4.0,2.0,1.0,1.0,1.0,6,4,4,2,6,5,3,1,6,1,2,1,1,4,6,4,1,1,2,2,4,4,Nada;,Sim,,Sim,Nenhuma,Talvez,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,"Falta ciencia. Vi apenas efeito visual vazio. Mas tem cura, da para consetar",4.0,1.0,Control
2023-09-30 22:54:41,R19,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,8,7,7,7,7,1,1,1,1,1,1,1,1,1,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,,8.0,8.0,Control
2023-09-30 22:11:21,D01-P057,4.0,6.0,4.0,4.0,5.0,4.0,6,4,3,3,5,4,3,5,3,2,3,2,2,3,2,1,1,1,1,1,1,1,Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Talvez,Sim,31-59 anos,Feminino,Não sei / Prefiro não responder,Sim,Auditiva,Sim,Cidade do Rio,,4.0,4.0,Control
2023-09-30 22:59:15,R20,7.0,7.0,8.0,8.0,8.0,8.0,8,2,2,3,8,8,8,6,3,6,7,3,7,1,1,1,3,1,1,7,2,7,Sustentabilidade;Biodiversidade;,Não,3 ou mais,Sim,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,,7.0,8.0,Control
2023-09-30 23:32:48,R21,7.0,8.0,5.0,7.0,5.0,8.0,6,1,1,1,6,6,3,8,7,3,2,2,7,1,1,1,1,1,1,7,4,7,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Não,1,Sim,3 ou mais pessoas,Talvez,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro País,,7.0,7.0,Control
2023-09-30 23:46:09,R22,7.0,6.0,8.0,7.0,7.0,7.0,8,2,3,2,7,8,2,7,3,5,5,6,6,2,2,2,2,2,2,6,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,,7.0,7.0,Control
2023-10-01 00:03:57,S11,5.0,4.0,4.0,5.0,4.0,4.0,5,1,1,2,4,4,2,4,4,7,6,3,4,1,1,1,1,1,1,3,4,6,Sustentabilidade;Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,,5.0,5.0,Control
2023-09-30 23:52:08,R23,8.0,8.0,8.0,8.0,8.0,8.0,8,3,1,1,7,8,4,6,5,5,5,5,6,1,1,1,1,1,1,5,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,,8.0,8.0,Control
2023-10-01 00:05:17,M1,8.0,8.0,5.0,8.0,7.0,7.0,8,1,1,1,6,5,1,8,8,7,7,7,7,2,1,1,1,1,1,7,7,7,Sustentabilidade;Biodiversidade;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Cidade do Rio,,8.0,8.0,Control
2023-10-01 00:06:48,S12,8.0,8.0,8.0,8.0,8.0,8.0,8,4,5,5,8,8,8,8,8,4,3,3,4,1,1,5,2,5,2,2,3,4,Recursos Naturais ;Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Não,1,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Cidade do Rio,,8.0,8.0,Control
2023-10-01 00:11:15,M2,8.0,8.0,5.0,7.0,7.0,4.0,8,2,2,1,1,5,1,8,8,7,7,7,5,2,1,1,2,3,2,5,6,5,Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,1 pessoa,Talvez,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Outro Estado do Brasil,,8.0,7.0,Control
2023-10-01 00:12:41,S13,1.0,2.0,6.0,8.0,2.0,8.0,8,2,8,2,8,8,2,8,8,5,2,1,4,1,1,1,6,1,3,1,4,4,Recursos Naturais ;,Não,1,Sim,1 pessoa,Talvez,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,,1.0,8.0,Control
2023-10-01 16:02:13,R1,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,3,7,7,7,7,1,1,1,1,1,1,1,1,1,Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Muito bom, adorei Tudo ",8.0,8.0,Control
2023-10-01 16:44:13,R2,6.0,7.0,7.0,5.0,5.0,5.0,7,3,4,1,6,5,5,7,5,5,5,5,7,2,2,2,2,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,,6.0,5.0,Control
2023-10-01 16:56:25,R3,8.0,6.0,8.0,5.0,8.0,8.0,8,2,1,1,6,6,3,5,4,7,7,7,7,7,2,1,1,1,2,4,4,7,Sustentabilidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,,8.0,5.0,Control
2023-10-01 17:03:19,R4,8.0,8.0,8.0,7.0,8.0,8.0,8,3,2,3,8,8,6,8,8,6,6,7,7,4,3,2,6,1,4,5,6,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,,8.0,7.0,Control
2023-10-01 17:09:44,R5,6.0,8.0,3.0,6.0,7.0,5.0,5,2,3,1,7,4,1,8,2,2,1,6,7,2,1,1,1,1,1,6,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Não sei / Prefiro não responder,Não,,Não,Estado do Rio,,6.0,6.0,Control
2023-10-01 17:18:47,R6,8.0,8.0,8.0,4.0,8.0,8.0,8,2,1,1,8,8,2,8,4,7,7,2,4,1,1,1,1,1,1,1,4,4,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,,8.0,4.0,Control
2023-10-01 17:23:46,R7,5.0,6.0,8.0,5.0,5.0,6.0,6,1,1,1,6,6,4,8,4,4,5,5,7,1,1,1,1,1,1,4,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,,5.0,5.0,Control
2023-10-01 17:35:50,R8,6.0,6.0,7.0,6.0,5.0,7.0,6,6,4,4,7,6,5,8,6,5,6,6,7,6,3,3,1,1,1,5,5,7,Diversidade Cultural ;Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,6.0,6.0,Control
2023-10-01 17:38:50,R10,3.0,6.0,7.0,4.0,5.0,5.0,7,6,2,3,7,7,5,7,5,6,6,4,6,6,3,3,1,1,1,5,2,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,3.0,4.0,Control
2023-10-01 17:58:12,R11,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,3,1,1,1,1,5,5,1,1,1,1,1,1,1,4,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,3 ou mais pessoas,Talvez,Talvez,19-30 anos,Feminino,Branco,Não,,Não,Estado do Rio,,1.0,1.0,Control
2023-10-01 18:02:54,R12,2.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,4,2,3,4,4,4,3,4,4,4,4,4,4,4,4,Biodiversidade;,Não,2,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,,2.0,4.0,Control
2023-10-01 18:08:34,R13,6.0,6.0,5.0,6.0,7.0,5.0,7,3,3,3,6,6,5,7,5,4,4,4,4,4,4,4,4,4,3,5,4,4,Sustentabilidade;Biodiversidade;,Sim,,Não,Nenhuma,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,6.0,6.0,Control
2023-10-01 18:11:34,R14,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,1,1,1,1,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
2023-10-01 18:19:47,R15,5.0,6.0,5.0,6.0,6.0,6.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Estado do Rio,,5.0,6.0,Control
2023-10-01 18:30:09,R17,6.0,7.0,8.0,8.0,8.0,8.0,6,5,8,4,6,7,5,8,6,6,7,7,5,4,4,3,6,5,3,2,7,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Sim,Visual,Não,Outro Estado do Brasil,,6.0,8.0,Control
2023-10-01 18:34:02,R18,4.0,7.0,3.0,4.0,7.0,7.0,5,2,2,1,6,6,3,6,5,6,6,4,6,6,5,5,3,3,3,3,3,5,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,A parte de fora eh legal,4.0,4.0,Control
2023-10-01 18:43:35,R19,7.0,4.0,4.0,4.0,8.0,4.0,8,1,1,1,4,4,4,8,4,2,3,3,7,1,1,1,1,1,1,6,1,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,"Faltou diversidade judaica no cubo 3. Há judeus pelo mundo Todo e poderia ser melhor representada a diversidade judaica, não só de judeus brancos.",7.0,4.0,Control
2023-10-01 18:53:25,R20,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,1,8,8,8,8,8,7,7,7,7,5,5,5,1,1,1,5,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,,8.0,8.0,Control
2023-10-01 19:00:05,R21,8.0,4.0,8.0,8.0,4.0,8.0,8,5,1,5,8,8,8,8,8,5,7,7,7,3,3,1,1,1,1,2,4,5,Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
2023-10-01 19:06:16,R22,8.0,8.0,5.0,8.0,8.0,5.0,8,1,1,1,6,7,6,8,5,5,5,3,7,1,1,1,1,1,1,1,5,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
2023-10-01 19:13:20,R23,6.0,4.0,6.0,6.0,8.0,6.0,4,5,8,6,6,6,7,6,7,3,1,2,7,7,4,5,1,1,1,4,1,1,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,6.0,6.0,Control
2023-10-01 19:19:27,R24,4.0,4.0,4.0,5.0,5.0,5.0,3,4,6,3,5,5,3,6,8,7,6,6,7,7,6,3,3,3,1,7,7,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Otimo
",4.0,5.0,Control
2023-10-01 20:44:19,R25,3.0,5.0,1.0,1.0,1.0,1.0,8,4,2,3,4,4,4,6,4,1,1,1,6,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,3.0,1.0,Control
2023-10-01 20:49:31,R26,7.0,8.0,8.0,7.0,7.0,7.0,8,8,5,7,8,8,3,1,1,7,7,4,7,7,1,1,4,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,7.0,7.0,Control
2023-10-01 20:55:31,R27,5.0,7.0,8.0,7.0,8.0,8.0,8,1,3,1,8,8,5,8,6,6,5,6,7,1,1,2,3,1,1,5,5,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;Sustentabilidade;,Não,3 ou mais,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,5.0,7.0,Control
2023-10-01 21:04:03,R28,7.0,8.0,8.0,8.0,8.0,8.0,8,6,1,8,8,8,8,8,1,6,7,7,7,7,4,1,5,4,4,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Não,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,,7.0,8.0,Control
2023-10-01 21:16:27,R29,6.0,6.0,6.0,6.0,6.0,6.0,7,6,1,1,6,5,2,7,2,6,7,6,7,4,1,2,1,2,1,3,6,7,Biodiversidade;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,6.0,6.0,Control
2023-10-01 21:23:52,R30,7.0,5.0,8.0,7.0,5.0,8.0,7,4,4,3,7,6,5,6,6,5,5,3,5,4,1,1,1,1,1,4,4,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,,7.0,7.0,Control
2023-10-01 21:29:52,R31,1.0,8.0,8.0,1.0,8.0,8.0,8,1,5,1,8,8,3,8,5,1,5,1,3,5,5,5,1,1,1,4,1,4,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,,1.0,1.0,Control
2023-10-01 21:47:01,R32,8.0,1.0,6.0,1.0,4.0,7.0,7,5,2,1,5,5,3,7,5,4,4,4,6,5,2,4,4,2,2,4,4,4,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,1.0,Control
2023-10-01 22:08:48,R33,6.0,6.0,8.0,6.0,6.0,7.0,8,4,4,4,8,8,3,8,4,7,7,7,7,3,1,3,1,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,,6.0,6.0,Control
2023-10-01 22:31:13,R34,4.0,7.0,5.0,5.0,5.0,5.0,8,5,3,2,6,7,2,7,4,4,3,3,3,2,2,2,1,1,1,1,1,6,Sustentabilidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,4.0,5.0,Control
2023-10-01 22:39:26,R35,3.0,4.0,4.0,3.0,3.0,4.0,6,4,1,1,5,5,1,6,4,1,2,2,5,5,4,5,4,5,1,1,1,4,Recursos Naturais ;Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Talvez,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,,3.0,3.0,Control
2023-10-01 22:29:10,D03-P065,5.0,3.0,5.0,4.0,6.0,6.0,7,1,1,1,7,7,3,5,6,1,5,1,4,3,3,3,1,1,1,1,1,7,Recursos Naturais ;Biodiversidade;Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro País,Foi tudo perfeito,5.0,4.0,Control
2023-10-01 22:56:52,R36,4.0,5.0,7.0,6.0,6.0,6.0,8,6,4,3,6,6,6,8,5,6,5,4,7,6,4,5,1,2,2,6,4,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,,4.0,6.0,Control
2023-10-01 23:11:12,R37,8.0,8.0,8.0,8.0,8.0,8.0,8,6,8,8,8,6,8,6,5,7,7,5,7,1,1,4,4,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;,Não,1,Sim,2 pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
2023-10-01 23:28:20,R38,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,,3.0,3.0,Control
2023-10-01 23:33:44,R39,4.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,Biodiversidade;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Não,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,,4.0,1.0,Control
2023-10-01 23:42:19,R40,5.0,4.0,4.0,5.0,7.0,5.0,5,2,3,4,3,2,7,5,2,4,3,5,4,2,2,3,1,1,1,5,6,5,Biodiversidade;Recursos Naturais ;,Não,2,Sim,2 pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,,5.0,5.0,Control
2023-10-02 00:01:35,R41,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,5,7,2,7,1,1,1,4,7,7,7,4,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,,8.0,8.0,Control
